Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10569937,2,"Thursday, September 27, 2012 17:45:25 UTC",51.4701,-178.2479,2.0,33.20, 7,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569936,2,"Thursday, September 27, 2012 17:43:10 UTC",51.6105,-177.9957,1.9,20.30, 5,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566260,2,"Thursday, September 27, 2012 17:41:54 UTC",51.5777,-178.1631,1.9,15.30,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569934,2,"Thursday, September 27, 2012 17:40:57 UTC",51.5208,-178.0060,1.8,20.00, 7,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566257,2,"Thursday, September 27, 2012 17:37:06 UTC",54.0690,-163.5930,3.2,20.00,22,"Unimak Island region, Alaska"
ak,10569932,2,"Thursday, September 27, 2012 17:29:27 UTC",65.2302,-166.5841,3.0,10.00, 3,"northern Alaska"
ci,15221897,2,"Thursday, September 27, 2012 17:21:43 UTC",33.1728,-115.6100,1.0,0.00,22,"Southern California"
ak,10569931,2,"Thursday, September 27, 2012 17:15:50 UTC",51.5557,-178.1217,2.4,20.20,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566249,2,"Thursday, September 27, 2012 17:15:09 UTC",51.5750,-178.0078,2.2,19.40,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569929,2,"Thursday, September 27, 2012 17:13:04 UTC",51.6385,-178.1889,1.9,38.60, 6,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15221881,2,"Thursday, September 27, 2012 17:12:14 UTC",33.1765,-115.6092,2.3,0.40,68,"Southern California"
ci,15221865,2,"Thursday, September 27, 2012 17:11:16 UTC",33.1728,-115.6113,1.8,0.00,54,"Southern California"
ak,10566245,2,"Thursday, September 27, 2012 17:05:23 UTC",51.5398,-178.0591,2.5,13.30,13,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71848815,1,"Thursday, September 27, 2012 17:01:29 UTC",38.8305,-122.8047,1.6,2.00,25,"Northern California"
ak,10569927,2,"Thursday, September 27, 2012 16:59:30 UTC",51.4228,-178.1693,2.0,19.50, 8,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000cwyc,4,"Thursday, September 27, 2012 16:54:44 UTC",-24.8935,-179.2563,5.0,515.10,48,"south of the Fiji Islands"
ak,10566226,2,"Thursday, September 27, 2012 16:49:42 UTC",61.2231,-149.4739,1.9,21.70,23,"Southern Alaska"
ak,10569925,2,"Thursday, September 27, 2012 16:46:43 UTC",51.4599,-178.1831,2.1,33.20,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569924,2,"Thursday, September 27, 2012 16:44:12 UTC",51.6289,-178.0249,1.9,18.00,10,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000cwxv,7,"Thursday, September 27, 2012 16:38:59 UTC",-20.0657,-69.0678,4.8,94.30,103,"Tarapaca, Chile"
ak,10569923,2,"Thursday, September 27, 2012 16:35:55 UTC",51.5368,-178.0833,2.1,18.70, 8,"Andreanof Islands, Aleutian Islands, Alaska"
